District,Upazilla,Union,Storm Speed (m/s),Storm Surge (m),Rainfall (mm)
Jhalokati,Nalchhity,Kushangal,15.8558,0.0446,44.4492
Jhalokati,Nalchhity,Magar,15.4279,0.0446,49.0456
Jhalokati,Nalchhity,Mollarhat,15.6312,0.0447,51.5272
Jhalokati,Nalchhity,Nachanmahal,15.6312,0.0446,51.5272
Jhalokati,Nalchhity,Ranapasha,15.6312,0.0446,51.5272
Jhalokati,Nalchhity,Siddhakathi,15.8558,0.0446,44.4492
Jhalokati,Nalchhity,Subidpur,15.8497,0.0447,46.5326
Jhalokati,Nalchhity,Ward No. 01,15.7168,0.0446,44.7679
Jhalokati,Nalchhity,Ward No. 02,15.7168,0.0446,44.7679
Jhalokati,Nalchhity,Ward No. 03,15.7168,0.0446,44.7679
Jhalokati,Nalchhity,Ward No. 04,15.7168,0.0446,44.7679
Jhalokati,Nalchhity,Ward No. 05,15.7168,0.0446,44.7679
Jhalokati,Nalchhity,Ward No. 06,15.7168,0.0446,44.7679
Jhalokati,Nalchhity,Ward No. 07,15.7168,0.0446,44.7679
Jhalokati,Nalchhity,Ward No. 08,15.7168,0.0446,44.7679
Jhalokati,Nalchhity,Ward No. 09,15.7168,0.0446,44.7679
Jhalokati,Rajapur,Baraiya,14.9363,0.0448,55.3965
Jhalokati,Rajapur,Galua,14.9363,0.113,55.3965
Jhalokati,Rajapur,Mathbari,14.9985,0.0446,53.5575
Jhalokati,Rajapur,Rajapur,14.9363,0.0455,55.3965
Jhalokati,Rajapur,Saturia,14.9363,0.113,55.3965
Jhalokati,Rajapur,Shuktagar,14.9985,0.0445,53.5575
Patuakhali,Bauphal,Adabaria,17.1533,0.0507,42.9073
Patuakhali,Bauphal,Baga,17.2595,0.0482,38.5107
Patuakhali,Bauphal,Bauphal,18.2306,0.0468,32.8123
Patuakhali,Bauphal,Chandradwip,18.0424,0.0458,30.8147
Patuakhali,Bauphal,Daspara,18.2306,0.0464,32.8123
Patuakhali,Bauphal,Dhulia,18.0424,0.0477,30.8147
Patuakhali,Bauphal,Kachhipara,17.1233,0.0475,38.2345
Patuakhali,Bauphal,Kalaiya,19.1272,0.0406,29.2183
Patuakhali,Bauphal,Kalishuri,17.5889,0.0477,35.3191
Patuakhali,Bauphal,Kanakdia,17.2595,0.0466,38.5107
Patuakhali,Bauphal,Keshabpur,19.4397,0.0473,37.2224
Patuakhali,Bauphal,Madanpura,17.7753,0.0454,34.0499
Patuakhali,Bauphal,Naomala,18.5941,0.0456,33.5456
Patuakhali,Bauphal,Nazirpur,18.0424,0.0439,30.8147
Patuakhali,Bauphal,Surjamuni,18.0424,0.0466,30.8147
Patuakhali,Bauphal,Ward No. 01,18.2306,0.0454,32.8123
Patuakhali,Bauphal,Ward No. 02,18.2306,0.0454,32.8123
Patuakhali,Bauphal,Ward No. 03,18.2306,0.0454,32.8123
Patuakhali,Bauphal,Ward No. 04,18.2306,0.0452,32.8123
Patuakhali,Bauphal,Ward No. 05,18.2306,0.0452,32.8123
Patuakhali,Bauphal,Ward No. 06,18.2306,0.0452,32.8123
Patuakhali,Bauphal,Ward No. 07,18.2306,0.0452,32.8123
Patuakhali,Bauphal,Ward No. 08,18.2306,0.0454,32.8123
Patuakhali,Bauphal,Ward No. 09,18.2306,0.0452,32.8123
Patuakhali,Dashmina,Alipur,18.4875,0.0578,35.62
Patuakhali,Dashmina,Bahrampur,18.5941,0.0502,33.5456
Patuakhali,Dashmina,Banshbaria,19.3775,0.0553,31.1977
Patuakhali,Dashmina,Betagi Shankipur,18.4875,0.0542,35.62
Patuakhali,Dashmina,Char Borhan,19.4476,0.0543,32.7119
Patuakhali,Dashmina,Dashmina,17.9536,0.0543,21.2154
Patuakhali,Dashmina,Rangopaldi,18.5033,0.0672,34.8089
Patuakhali,Dumki,Angaria,17.0357,0.0472,42.8461
Patuakhali,Dumki,Lebukhali,16.2491,0.0457,41.8456
Patuakhali,Dumki,Muradia,16.2491,0.0478,41.8456
Patuakhali,Dumki,Pangashia,16.2491,0.0474,41.8456
Patuakhali,Dumki,Sreerampur,16.2491,0.0472,41.8456
Patuakhali,Galachipa,Amkhola,16.5903,0.099,40.4097
Patuakhali,Galachipa,Bakulbaria,17.6756,0.0552,39.2748
Patuakhali,Galachipa,Char Bishwas,20.4349,0.133,31.7802
Patuakhali,Galachipa,Char Kajal,19.7242,0.1289,38.1242
Patuakhali,Galachipa,Chiknikandi,17.7941,0.0854,42.6038
Patuakhali,Galachipa,Dakua,17.7941,0.099,42.6038
Patuakhali,Galachipa,Galachipa,18.5448,0.094,45.9205
Patuakhali,Galachipa,Gazalia,17.3406,0.099,47.1082
Patuakhali,Galachipa,Golkhali,18.0942,0.094,46.3058
Patuakhali,Galachipa,Kalagachhia,17.6756,0.0624,39.2748
Patuakhali,Galachipa,Panpatti,18.5448,0.1485,45.9205
Patuakhali,Galachipa,Ratandi Taltali,17.7941,0.0456,42.6038
Patuakhali,Galachipa,Ward No. 01,18.0942,0.0951,46.3058
Patuakhali,Galachipa,Ward No. 02,18.0942,0.0951,46.3058
Patuakhali,Galachipa,Ward No. 03,18.0942,0.0951,46.3058
Patuakhali,Galachipa,Ward No. 04,18.0942,0.0951,46.3058
Patuakhali,Galachipa,Ward No. 05,18.0942,0.0951,46.3058
Patuakhali,Galachipa,Ward No. 06,18.0942,0.0951,46.3058
Patuakhali,Galachipa,Ward No. 07,18.0942,0.0951,46.3058
Patuakhali,Galachipa,Ward No. 08,18.0942,0.0951,46.3058
Patuakhali,Galachipa,Ward No. 09,18.0942,0.0951,46.3058
Patuakhali,Kalapara,Baliatali,18.3211,0.425,57.4315
Patuakhali,Kalapara,Chakamaiya,17.1756,0.2078,61.6862
Patuakhali,Kalapara,Champapur,19.0227,0.1421,48.4131
Patuakhali,Kalapara,Dalbuganj,18.9811,0.3587,64.2905
Patuakhali,Kalapara,Dhankhali,19.0227,0.2131,48.4131
Patuakhali,Kalapara,Dhulasar,19.9254,0.3995,62.1935
Patuakhali,Kalapara,Lalua,18.3211,0.4654,57.4315
Patuakhali,Kalapara,Latachapli,19.8057,0.2739,63.9578
Patuakhali,Kalapara,Mahipur,18.9811,0.2459,64.2905
Patuakhali,Kalapara,Mithaganj,18.0181,0.3484,67.0514
Patuakhali,Kalapara,Nilganj,17.2992,0.3658,70.4031
Patuakhali,Kalapara,Tiakhali,18.3211,0.2667,57.4315
Patuakhali,Kalapara,Ward No. 01,18.0181,0.2907,67.0514
Patuakhali,Kalapara,Ward No. 02,18.0181,0.3071,67.0514
Patuakhali,Kalapara,Ward No. 03,18.0181,0.2667,67.0514
Patuakhali,Kalapara,Ward No. 04,18.0181,0.2667,67.0514
Patuakhali,Kalapara,Ward No. 05,18.0181,0.2667,67.0514
Patuakhali,Kalapara,Ward No. 06,18.0181,0.2667,67.0514
Patuakhali,Kalapara,Ward No. 07,18.0181,0.2667,67.0514
Patuakhali,Kalapara,Ward No. 08,18.0181,0.2667,67.0514
Patuakhali,Kalapara,Ward No. 09,18.0181,0.3081,67.0514
Patuakhali,Kalapara,Ward No. 01,19.8057,0.2222,63.9578
Patuakhali,Kalapara,Ward No. 02,19.8057,0.2222,63.9578
Patuakhali,Kalapara,Ward No. 03,19.8057,0.2335,63.9578
Patuakhali,Kalapara,Ward No. 04,19.8057,0.2338,63.9578
Patuakhali,Kalapara,Ward No. 05,19.8057,0.2569,63.9578
Patuakhali,Kalapara,Ward No. 06,19.8057,0.2569,63.9578
Patuakhali,Kalapara,Ward No. 07,19.8057,0.2569,63.9578
Patuakhali,Kalapara,Ward No. 08,19.8057,0.2739,63.9578
Patuakhali,Kalapara,Ward No. 09,19.8057,0.2869,63.9578
Patuakhali,Mirzaganj,Amragachhia,15.229,0.0559,55.849
Patuakhali,Mirzaganj,Deuli Subidkhali,15.5925,0.1356,56.5823
Patuakhali,Mirzaganj,Kakrabunia,15.3556,0.1462,62.3868
Patuakhali,Mirzaganj,Madhabkhali,16.0716,0.0464,45.1168
Patuakhali,Mirzaganj,Majidbaria,15.3556,0.1359,62.3868
Patuakhali,Mirzaganj,Mirzaganj,16.0716,0.0607,45.1168
Patuakhali,Patuakhali Sadar,Auliapur,17.3406,0.0841,47.1082
Patuakhali,Patuakhali Sadar,Badarpur,16.4995,0.0517,43.825
Patuakhali,Patuakhali Sadar,Bara Bighai,16.0572,0.0698,53.3683
Patuakhali,Patuakhali Sadar,Bhuria,17.1533,0.0512,42.9073
Patuakhali,Patuakhali Sadar,Chhota Bighai,16.0572,0.0701,53.3683
Patuakhali,Patuakhali Sadar,Itbaria,16.4995,0.0605,43.825
Patuakhali,Patuakhali Sadar,Jainkathi,17.1533,0.0607,42.9073
Patuakhali,Patuakhali Sadar,Kalikapur,16.8165,0.0758,47.474
Patuakhali,Patuakhali Sadar,Kamalapur,17.1533,0.053,42.9073
Patuakhali,Patuakhali Sadar,Laukathi,16.4995,0.0511,43.825
Patuakhali,Patuakhali Sadar,Lohalia,16.7423,0.0522,42.0269
Patuakhali,Patuakhali Sadar,Madarbunia,16.6217,0.0841,50.4599
Patuakhali,Patuakhali Sadar,Marichbunia,16.6217,0.0931,50.4599
Patuakhali,Patuakhali Sadar,Moukaran,16.2491,0.0507,41.8456
Patuakhali,Patuakhali Sadar,Ward No. 01,16.8165,0.0607,47.474
Patuakhali,Patuakhali Sadar,Ward No. 02,16.8165,0.0589,47.474
Patuakhali,Patuakhali Sadar,Ward No. 03,16.8165,0.0589,47.474
Patuakhali,Patuakhali Sadar,Ward No. 04,16.8165,0.0608,47.474
Patuakhali,Patuakhali Sadar,Ward No. 05,16.8165,0.0589,47.474
Patuakhali,Patuakhali Sadar,Ward No. 06,16.8165,0.0589,47.474
Patuakhali,Patuakhali Sadar,Ward No. 07,16.8165,0.0589,47.474
Patuakhali,Patuakhali Sadar,Ward No. 08,16.8165,0.0608,47.474
Patuakhali,Patuakhali Sadar,Ward No. 09,16.8165,0.0758,47.474
Patuakhali,Rangabali,Bara Baishdia,19.0227,0.4393,48.4131
Patuakhali,Rangabali,Chalitabunia,18.2101,0.0866,51.7721
Patuakhali,Rangabali,Char Montaj,20.7821,0.2655,33.0042
Patuakhali,Rangabali,Chhota Baishdia,19.9127,0.0416,43.9908
Patuakhali,Rangabali,Moudubi,20.3519,0.4148,46.5909
Patuakhali,Rangabali,Rangabali,19.8557,0.4037,45.3534
Pirojpur,Bhandaria,Bhitabaria,14.7801,0.178,63.7019
Pirojpur,Bhandaria,Dhaoa,14.9636,0.178,63.1727
Pirojpur,Bhandaria,Gouripur,15.5583,0.178,53.0197
Pirojpur,Bhandaria,Ikri,14.7397,0.212,69.1512
Pirojpur,Bhandaria,Nadmula Shialkathi,14.9636,0.178,63.1727
Pirojpur,Bhandaria,Telikhali,14.1401,0.212,75.7662
Pirojpur,Bhandaria,Ward No. 01,14.9363,0.178,55.3965
Pirojpur,Bhandaria,Ward No. 02,14.9363,0.178,55.3965
Pirojpur,Bhandaria,Ward No. 03,14.9363,0.178,55.3965
Pirojpur,Bhandaria,Ward No. 04,14.9363,0.178,55.3965
Pirojpur,Bhandaria,Ward No. 05,14.9363,0.178,55.3965
Pirojpur,Bhandaria,Ward No. 06,14.9363,0.178,55.3965
Pirojpur,Bhandaria,Ward No. 07,14.9363,0.178,55.3965
Pirojpur,Bhandaria,Ward No. 08,14.9363,0.178,55.3965
Pirojpur,Bhandaria,Ward No. 09,14.9636,0.178,63.1727
Pirojpur,Kawkhali,Amrajuri,14.9675,0.0442,61.7835
Pirojpur,Kawkhali,Chirapara Parsaturia,14.6202,0.0776,57.0727
Pirojpur,Kawkhali,Kaukhali,14.9675,0.0455,61.7835
Pirojpur,Kawkhali,Sayna Raghunathpur,14.9675,0.0785,61.7835
Pirojpur,Kawkhali,Shialkati,14.7801,0.1452,63.7019
Pirojpur,Mathbaria,Amragachhia,14.335,0.212,81.093
Pirojpur,Mathbaria,Bara Machhua,14.335,0.0435,81.093
Pirojpur,Mathbaria,Betmore Rajpara,13.1857,0.0444,72.046
Pirojpur,Mathbaria,Daudkhali,14.9517,0.212,67.1027
Pirojpur,Mathbaria,Dhanisafa,14.4571,0.212,79.4151
Pirojpur,Mathbaria,Gulishakhali,14.4911,0.212,72.7876
Pirojpur,Mathbaria,Mathbaria,14.746,0.212,75.1374
Pirojpur,Mathbaria,Mirukhali,14.9517,0.212,67.1027
Pirojpur,Mathbaria,Sapleza,14.335,0.2014,81.093
Pirojpur,Mathbaria,Tikikata,14.746,0.212,75.1374
Pirojpur,Mathbaria,Tushkali,14.4571,0.212,79.4151
Pirojpur,Mathbaria,Ward No. 01,14.746,0.212,75.1374
Pirojpur,Mathbaria,Ward No. 02,14.746,0.212,75.1374
Pirojpur,Mathbaria,Ward No. 03,14.335,0.212,81.093
Pirojpur,Mathbaria,Ward No. 04,14.746,0.212,75.1374
Pirojpur,Mathbaria,Ward No. 05,14.746,0.212,75.1374
Pirojpur,Mathbaria,Ward No. 06,14.746,0.212,75.1374
Pirojpur,Mathbaria,Ward No. 07,14.746,0.212,75.1374
Pirojpur,Mathbaria,Ward No. 08,14.746,0.212,75.1374
Pirojpur,Mathbaria,Ward No. 09,14.746,0.212,75.1374
Pirojpur,Nazirpur,Deulbari Dobra,14.4779,0.0435,73.8967
Pirojpur,Nazirpur,Dirgha,14.4779,0.0427,73.8967
Pirojpur,Nazirpur,Kalardoania,14.4779,0.0435,73.8967
Pirojpur,Nazirpur,Malikhali,14.3919,0.0427,89.9825
Pirojpur,Nazirpur,Matibhanga,14.4193,0.0437,97.7586
Pirojpur,Nazirpur,Nazirpur,14.4193,0.0779,97.7586
Pirojpur,Nazirpur,Shankharikati,14.3919,0.0437,89.9825
Pirojpur,Nazirpur,Sheikhmatia,14.4193,0.1116,97.7586
Pirojpur,Nazirpur,Sreeramkati,14.5636,0.0776,81.7312
Pirojpur,Pirojpur Sadar,Durgapur,14.5636,0.0776,81.7312
Pirojpur,Pirojpur Sadar,Kadamtala,14.3688,0.1452,84.7172
Pirojpur,Pirojpur Sadar,Kalakhali,14.7692,0.0776,73.6966
Pirojpur,Pirojpur Sadar,Shankarpasha,14.5883,0.178,76.4432
Pirojpur,Pirojpur Sadar,Shariktala Dumirtala,14.7801,0.1452,63.7019
Pirojpur,Pirojpur Sadar,Shikdar Mallik,14.3688,0.1116,84.7172
Pirojpur,Pirojpur Sadar,Tona,14.3688,0.1116,84.7172
Pirojpur,Pirojpur Sadar,Ward No. 01,14.5078,0.1452,84.3985
Pirojpur,Pirojpur Sadar,Ward No. 02,14.5883,0.1452,76.4432
Pirojpur,Pirojpur Sadar,Ward No. 03,14.5883,0.1452,76.4432
Pirojpur,Pirojpur Sadar,Ward No. 04,14.5883,0.178,76.4432
Pirojpur,Pirojpur Sadar,Ward No. 05,14.5883,0.178,76.4432
Pirojpur,Pirojpur Sadar,Ward No. 06,14.5883,0.178,76.4432
Pirojpur,Pirojpur Sadar,Ward No. 07,14.5883,0.178,76.4432
Pirojpur,Pirojpur Sadar,Ward No. 08,14.5883,0.178,76.4432
Pirojpur,Pirojpur Sadar,Ward No. 09,14.7801,0.1452,63.7019
Pirojpur,Nesarabad (Swarupkathi),Atghar Kuriana,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Baldia,14.9027,0.0435,60.8969
Pirojpur,Nesarabad (Swarupkathi),Daihari,14.7692,0.0427,73.6966
Pirojpur,Nesarabad (Swarupkathi),Guarekha,14.7692,0.0434,73.6966
Pirojpur,Nesarabad (Swarupkathi),Jalabari,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Nesarabad (Swarupkati),13.7717,0.0446,50.1407
Pirojpur,Nesarabad (Swarupkathi),Samudaykathi,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Sarengkathi,14.9027,0.0435,60.8969
Pirojpur,Nesarabad (Swarupkathi),Sohagdal,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Sutiakati,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Ward No. 01,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Ward No. 02,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Ward No. 03,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Ward No. 04,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Ward No. 05,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Ward No. 06,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Ward No. 07,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Ward No. 08,14.9027,0.0446,60.8969
Pirojpur,Nesarabad (Swarupkathi),Ward No. 09,14.9027,0.0446,60.8969
Pirojpur,Indurkani,Balipara,14.3149,0.212,82.1509
Pirojpur,Indurkani,Chandipur,14.1401,0.212,75.7662
Pirojpur,Indurkani,Indurkani,14.7397,0.212,69.1512
Pirojpur,Indurkani,Parerhat,14.5883,0.212,76.4432
Pirojpur,Indurkani,Pattashi,14.3149,0.212,82.1509
Bandarban,Alikadam,Alikadam,10.2815,0.3474,28.9982
Bandarban,Alikadam,Chaikkhyong,9.9371,0.1719,18.5384
Bandarban,Alikadam,Kurukpata,9.5306,0.4499,40.7804
Bandarban,Alikadam,Nayapara,10.1473,0.3826,33.2582
Bandarban,Bandarban Sadar,Bandarban,12.6058,0.0405,9.7874
Bandarban,Bandarban Sadar,Jamchhari,12.0361,0.0415,10.448
Bandarban,Bandarban Sadar,Kuhalong,12.5321,0.0415,9.2512
Bandarban,Bandarban Sadar,Rajbila,12.5321,0.0465,9.2512
Bandarban,Bandarban Sadar,Sualak,11.5502,0.0373,12.239
Bandarban,Bandarban Sadar,Tankabati,11.4999,0.1369,13.4972
Bandarban,Bandarban Sadar,Ward No. 01,12.6058,0.0415,9.7874
Bandarban,Bandarban Sadar,Ward No. 02,12.6058,0.0415,9.7874
Bandarban,Bandarban Sadar,Ward No. 03,12.6058,0.0405,9.7874
Bandarban,Bandarban Sadar,Ward No. 04,12.6058,0.0405,9.7874
Bandarban,Bandarban Sadar,Ward No. 05,12.6058,0.0405,9.7874
Bandarban,Bandarban Sadar,Ward No. 06,12.6058,0.0405,9.7874
Bandarban,Bandarban Sadar,Ward No. 07,12.6058,0.0405,9.7874
Bandarban,Bandarban Sadar,Ward No. 08,12.6058,0.0405,9.7874
Bandarban,Bandarban Sadar,Ward No. 09,12.6058,0.0405,9.7874
Bandarban,Lama,Aziznagar,12.8658,0.1385,13.7015
Bandarban,Lama,Faitang,12.6302,0.1413,17.2639
Bandarban,Lama,Fansiakhali,11.9125,0.1781,19.9564
Bandarban,Lama,Gajalia,11.0634,0.1405,20.6335
Bandarban,Lama,Lama,10.7571,0.1587,22.4365
Bandarban,Lama,Rupasipara,10.7571,0.1587,22.4365
Bandarban,Lama,Sarai,11.4772,0.1369,17.0167
Bandarban,Lama,Ward No. 01,11.4045,0.1437,20.1723
Bandarban,Lama,Ward No. 02,11.4045,0.1437,20.1723
Bandarban,Lama,Ward No. 03,11.4045,0.1619,20.1723
Bandarban,Lama,Ward No. 04,11.4045,0.1619,20.1723
Bandarban,Lama,Ward No. 05,11.4045,0.1619,20.1723
Bandarban,Lama,Ward No. 06,11.4045,0.1619,20.1723
Bandarban,Lama,Ward No. 07,11.2176,0.1619,21.5009
Bandarban,Lama,Ward No. 08,11.2176,0.1619,21.5009
Bandarban,Lama,Ward No. 09,11.2176,0.1745,21.5009
Bandarban,Naikkhongchhari,Baishari,10.7138,0.3673,32.4335
Bandarban,Naikkhongchhari,Dochhari,9.4755,0.4546,44.2076
Bandarban,Naikkhongchhari,Ghumdhum,11.8081,0.8696,53.6082
Bandarban,Naikkhongchhari,Naikkhyongchhari,10.9421,0.6587,47.7459
Bandarban,Naikkhongchhari,Sonaichhari,12.5034,0.6587,42.4613
Bandarban,Rowangchhari,Alekkhyong,11.3684,0.0405,11.7835
Bandarban,Rowangchhari,Nowapatang,11.5959,0.0415,12.1462
Bandarban,Rowangchhari,Roangchhari,11.4896,0.0373,11.8345
Bandarban,Rowangchhari,Tarachha,11.9947,0.0375,13.9064
Bandarban,Ruma,Galengya,11.4999,0.1369,13.4972
Bandarban,Ruma,Paindu,10.5632,0.0697,14.6372
Bandarban,Ruma,Remakriprangsa,9.9748,0.1369,17.2271
Bandarban,Ruma,Ruma,10.5632,0.1369,14.6372
Bandarban,Thanchi,Balipara,10.7167,0.1385,19.5144
Bandarban,Thanchi,Remakri,8.8393,0.5009,28.3725
Bandarban,Thanchi,Thanchi,9.5979,0.1587,23.2113
Bandarban,Thanchi,Tindu,9.84,0.2584,20.771
Brahmanbaria,Akhaura,Dakkhin Akhaura,12.2409,0.0747,39.8115
Brahmanbaria,Akhaura,Dharkhar,12.6853,0.0426,39.4338
Brahmanbaria,Akhaura,Maniand,12.6137,0.0756,35.8332
Brahmanbaria,Akhaura,Mogra,12.3356,0.0747,40.6118
Brahmanbaria,Akhaura,Uttar Akhaura,12.2409,0.0426,39.8115
Brahmanbaria,Akhaura,Ward No. 01,12.2409,0.0426,39.8115
Brahmanbaria,Akhaura,Ward No. 02,12.3356,0.0426,40.6118
Brahmanbaria,Akhaura,Ward No. 03,12.3356,0.0426,40.6118
Brahmanbaria,Akhaura,Ward No. 04,12.3356,0.0426,40.6118
Brahmanbaria,Akhaura,Ward No. 05,12.3356,0.0426,40.6118
Brahmanbaria,Akhaura,Ward No. 06,12.2409,0.0426,39.8115
Brahmanbaria,Akhaura,Ward No. 07,12.3356,0.0426,40.6118
Brahmanbaria,Akhaura,Ward No. 08,12.3356,0.0426,40.6118
Brahmanbaria,Akhaura,Ward No. 09,12.2409,0.0426,39.8115
Brahmanbaria,Banchharampur,Ayubpur,11.6033,0.0418,44.1545
Brahmanbaria,Banchharampur,Banchharampur,11.6033,0.0418,44.1545
Brahmanbaria,Banchharampur,Chhayfullakandi,11.9268,0.0418,41.8085
Brahmanbaria,Banchharampur,Dariadaulat,11.9268,0.0418,41.8085
Brahmanbaria,Banchharampur,Darikandi,12.0753,0.0418,40.7243
Brahmanbaria,Banchharampur,Fardabad,12.0533,0.0421,40.3601
Brahmanbaria,Banchharampur,Manikpur,11.6033,0.0418,44.1545
Brahmanbaria,Banchharampur,Pahariakandi,11.6249,0.0418,45.3642
Brahmanbaria,Banchharampur,Rupasdi,12.0533,0.0418,40.3601
Brahmanbaria,Banchharampur,Salimabad,12.0533,0.0418,40.3601
Brahmanbaria,Banchharampur,Sonarampur,11.9268,0.0416,41.8085
Brahmanbaria,Banchharampur,Tejkhali,11.9268,0.0418,41.8085
Brahmanbaria,Banchharampur,Ujanchar,12.0533,0.0418,40.3601
Brahmanbaria,Banchharampur,Ward No. 01,11.9268,0.0418,41.8085
Brahmanbaria,Banchharampur,Ward No. 02,11.9268,0.0418,41.8085
Brahmanbaria,Banchharampur,Ward No. 03,11.9268,0.0418,41.8085
Brahmanbaria,Banchharampur,Ward No. 04,12.0533,0.0418,40.3601
Brahmanbaria,Banchharampur,Ward No. 05,11.6033,0.0418,44.1545
Brahmanbaria,Banchharampur,Ward No. 06,12.0533,0.0418,40.3601
Brahmanbaria,Banchharampur,Ward No. 07,11.9268,0.0418,41.8085
Brahmanbaria,Banchharampur,Ward No. 08,11.9268,0.0418,41.8085
Brahmanbaria,Banchharampur,Ward No. 09,11.9268,0.0418,41.8085
Brahmanbaria,Bijoynagar,Bishnupur,12.2409,0.0426,39.8115
Brahmanbaria,Bijoynagar,Budhanti,12.4887,0.0421,38.0984
Brahmanbaria,Bijoynagar,Champaknagar,12.5228,0.0421,41.1861
Brahmanbaria,Bijoynagar,Chandura,12.202,0.0421,39.973
Brahmanbaria,Bijoynagar,Char Islampur,12.5228,0.0421,41.1861
Brahmanbaria,Bijoynagar,Dakkhin Singarbil,12.2409,0.0426,39.8115
Brahmanbaria,Bijoynagar,Harashpur,12.4887,0.0426,38.0984
Brahmanbaria,Bijoynagar,Paharpur,12.202,0.0426,39.973
Brahmanbaria,Bijoynagar,Pattan,12.3356,0.0421,40.6118
Brahmanbaria,Bijoynagar,Uttar Ichhapur,12.202,0.0421,39.973
Brahmanbaria,Brahmanbaria Sadar,Basudeb,12.3356,0.0426,40.6118
Brahmanbaria,Brahmanbaria Sadar,Budhal,13.1397,0.0418,41.2922
Brahmanbaria,Brahmanbaria Sadar,Dakkhin Natai,12.5588,0.0418,40.8822
Brahmanbaria,Brahmanbaria Sadar,Machhihata,12.5588,0.0426,40.8822
Brahmanbaria,Brahmanbaria Sadar,Majlishpur,13.1397,0.0421,41.2922
Brahmanbaria,Brahmanbaria Sadar,Purba Talshahar,12.5588,0.0418,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ramrail,10.8574,0.0421,45.6073
Brahmanbaria,Brahmanbaria Sadar,Sadekpur,12.5588,0.0418,40.8822
Brahmanbaria,Brahmanbaria Sadar,Suhilpur,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Sultanpur,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Uttar Natai,12.5588,0.0418,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 01,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 02,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 03,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 04,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 05,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 06,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 07,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 08,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 09,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 10,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 11,12.5588,0.0421,40.8822
Brahmanbaria,Brahmanbaria Sadar,Ward No. 12,12.5588,0.0421,40.8822
Brahmanbaria,Ashuganj,Araisidha,12.2447,0.0418,42.9714
Brahmanbaria,Ashuganj,Ashuganj,12.2447,0.0418,42.9714
Brahmanbaria,Ashuganj,Char Chartala,12.2447,0.0418,42.9714
Brahmanbaria,Ashuganj,Durgapur,12.8273,0.0418,41.8647
Brahmanbaria,Ashuganj,Lalpur,12.2447,0.0418,42.9714
Brahmanbaria,Ashuganj,Sharifpur,12.2447,0.0418,42.9714
Brahmanbaria,Ashuganj,Talshahar Pashchim,12.8273,0.0418,41.8647
Brahmanbaria,Ashuganj,Tarua,12.5588,0.0418,40.8822
Brahmanbaria,Kasba,Badair,13.1532,0.0426,37.3057
Brahmanbaria,Kasba,Bayek,12.702,0.0756,34.2554
Brahmanbaria,Kasba,Binauti,13.1532,0.0747,37.3057
Brahmanbaria,Kasba,Gopinathpur,12.6137,0.0756,35.8332
Brahmanbaria,Kasba,Kaimpur,12.8006,0.0756,36.3321
Brahmanbaria,Kasba,Kasba Pashchim,12.8006,0.0756,36.3321
Brahmanbaria,Kasba,Kharera,12.8006,0.0426,36.3321
Brahmanbaria,Kasba,Kuti,12.8006,0.0426,36.3321
Brahmanbaria,Kasba,Mehari,12.8006,0.0426,36.3321
Brahmanbaria,Kasba,Mulgram,12.6853,0.0426,39.4338
Brahmanbaria,Kasba,Ward No. 01,12.8006,0.0426,36.3321
Brahmanbaria,Kasba,Ward No. 02,12.8006,0.0756,36.3321
Brahmanbaria,Kasba,Ward No. 03,12.8006,0.0756,36.3321
