District,Upazilla,Union,Storm Speed (m/s),Storm Surge (m),Rainfall (mm)
Naogaon,Manda,Kalikapur,8.0923,0.0434,7.7754
Naogaon,Manda,Kanshopara,8.4404,0.0423,11.895
Naogaon,Manda,Kashab,8.4404,0.0423,11.895
Naogaon,Manda,Kusumba,8.0923,0.0428,7.7754
Naogaon,Manda,Mainam,8.0242,0.0423,2.4293
Naogaon,Manda,Manda,8.0093,0.0428,7.443
Naogaon,Manda,Nurullabad,8.0923,0.0428,7.7754
Naogaon,Manda,Paranpur,7.6666,0.0429,3.33
Naogaon,Manda,Prasadpur,8.2517,0.0423,11.2343
Naogaon,Manda,Tentulia,8.1038,0.0434,2.7187
Naogaon,Mahadebpur,Chandash,7.7398,0.0423,1.7685
Naogaon,Mahadebpur,Cheragpur,8.5237,0.0423,6.2257
Naogaon,Mahadebpur,Enayetpur,7.9625,0.0423,2.4041
Naogaon,Mahadebpur,Hatur,7.7398,0.0423,1.7685
Naogaon,Mahadebpur,Khajur,8.2995,0.0423,0.028
Naogaon,Mahadebpur,Mahadebpur,7.9625,0.0423,2.4041
Naogaon,Mahadebpur,Raigaon,8.279,0.0423,2.4343
Naogaon,Mahadebpur,Safapur,7.9466,0.0423,3.3305
Naogaon,Mahadebpur,Uttargram,8.0242,0.0423,2.4293
Naogaon,Mahadebpur,Vimpur,8.5499,0.0423,10.3084
Naogaon,Naogaon Sadar,Baktarpur,8.5237,0.0423,6.2257
Naogaon,Naogaon Sadar,Balihar,8.5499,0.0423,10.3084
Naogaon,Naogaon Sadar,Barshail,8.5237,0.0423,6.2257
Naogaon,Naogaon Sadar,Boalia,8.7684,0.0423,10.3386
Naogaon,Naogaon Sadar,Chandipur,8.9381,0.0423,16.9025
Naogaon,Naogaon Sadar,Dubalhati,8.6587,0.0423,11.8704
Naogaon,Naogaon Sadar,Hansaigari,8.6587,0.0423,11.8704
Naogaon,Naogaon Sadar,Hapania,8.5499,0.0423,10.3084
Naogaon,Naogaon Sadar,Kirtipur,8.5237,0.0423,6.2257
Naogaon,Naogaon Sadar,Shailgachhi,8.865,0.0423,18.464
Naogaon,Naogaon Sadar,Shikarpur,8.6587,0.0423,11.8704
Naogaon,Naogaon Sadar,Tilakpur,8.6742,0.0423,8.0467
Naogaon,Naogaon Sadar,Ward No. 01,8.7684,0.0423,10.3386
Naogaon,Naogaon Sadar,Ward No. 02,8.7684,0.0423,10.3386
Naogaon,Naogaon Sadar,Ward No. 03,8.7684,0.0423,10.3386
Naogaon,Naogaon Sadar,Ward No. 04,8.7684,0.0423,10.3386
Naogaon,Naogaon Sadar,Ward No. 05,8.9381,0.0423,16.9025
Naogaon,Naogaon Sadar,Ward No. 06,8.9381,0.0423,16.9025
Naogaon,Naogaon Sadar,Ward No. 07,8.7684,0.0423,10.3386
Naogaon,Naogaon Sadar,Ward No. 08,8.9381,0.0423,16.9025
Naogaon,Naogaon Sadar,Ward No. 09,8.7684,0.0423,10.3386
Naogaon,Niamatpur,Bahadurpur,7.8264,0.0438,3.6626
Naogaon,Niamatpur,Bhabicha,7.6666,0.0434,3.33
Naogaon,Niamatpur,Chandannagar,7.7398,0.0429,1.7685
Naogaon,Niamatpur,Hajinagar,7.3473,0.0434,0.3636
Naogaon,Niamatpur,Niamatpur,7.6066,0.0434,1.7679
Naogaon,Niamatpur,Parail,7.2768,0.0438,2.2252
Naogaon,Niamatpur,Rasulpur,7.1679,0.0438,0.6633
Naogaon,Niamatpur,Sreemantapur,7.8476,0.0434,3.6625
Naogaon,Patnitala,Akbarpur,7.3351,0.0423,0.3387
Naogaon,Patnitala,Amair,8.396,0.0423,2.4343
Naogaon,Patnitala,Dibar,7.3166,0.0423,0.0367
Naogaon,Patnitala,Ghoshnagar,8.396,0.0423,2.4343
Naogaon,Patnitala,Krishnapur,7.5552,0.0423,0.3388
Naogaon,Patnitala,Matiandar,7.4042,0.0423,0.364
Naogaon,Patnitala,Nazipur,7.6788,0.0423,1.7433
Naogaon,Patnitala,Nirmail,7.3166,0.0423,0.0367
Naogaon,Patnitala,Patichara,7.8293,0.0423,0.7277
Naogaon,Patnitala,Patnitala,7.5552,0.0423,0.3388
Naogaon,Patnitala,Shihara,6.9061,0.0423,0.0009
Naogaon,Patnitala,Ward No. 01,7.5552,0.0423,0.3388
Naogaon,Patnitala,Ward No. 02,7.6788,0.0423,1.7433
Naogaon,Patnitala,Ward No. 03,7.6788,0.0423,1.7433
Naogaon,Patnitala,Ward No. 04,7.6788,0.0423,1.7433
Naogaon,Patnitala,Ward No. 05,7.6788,0.0423,1.7433
Naogaon,Patnitala,Ward No. 06,7.6788,0.0423,1.7433
Naogaon,Patnitala,Ward No. 07,7.5552,0.0423,0.3388
Naogaon,Patnitala,Ward No. 08,7.5552,0.0423,0.3388
Naogaon,Patnitala,Ward No. 09,7.5552,0.0423,0.3388
Naogaon,Porsha,Chhaor,7.0889,0.0434,0.3307
Naogaon,Porsha,Ganguria,7.0046,0.0429,0.3306
Naogaon,Porsha,Ghatnagar,7.5504,0.0429,0.364
Naogaon,Porsha,Mashidpur,7.4042,0.0428,0.364
Naogaon,Porsha,Nitpur,7.0046,0.0434,0.3306
Naogaon,Porsha,Tentulia,7.3723,0.0434,0.3634
Naogaon,Raninagar,Baragachha,9.1403,0.0423,32.4952
Naogaon,Raninagar,Ekdala,9.1578,0.0423,34.0142
Naogaon,Raninagar,Gona,8.865,0.0423,18.464
Naogaon,Raninagar,Kaligram,8.973,0.0423,24.6068
Naogaon,Raninagar,Kashimpur,8.865,0.0423,18.464
Naogaon,Raninagar,Mirat,8.865,0.0423,18.464
Naogaon,Raninagar,Parail,8.973,0.0423,24.6068
Naogaon,Raninagar,Raninagar,8.9773,0.0423,22.7888
Naogaon,Sapahar,Aihai,6.8819,0.0429,0.0038
Naogaon,Sapahar,Goala,6.9925,0.0429,0.0039
Naogaon,Sapahar,Patari,6.7487,0.0429,0.0033
Naogaon,Sapahar,Sapahar,7.2059,0.0428,0.0367
Naogaon,Sapahar,Shiranti,7.2059,0.0428,0.0367
Naogaon,Sapahar,Tilna,7.3351,0.0428,0.3387
Natore,Bagatipara,Bagatipara,9.5948,0.0427,44.9317
Natore,Bagatipara,Dayarampur,10.3745,0.0423,67.6778
Natore,Bagatipara,Faguar Diar,9.5948,0.0423,44.9317
Natore,Bagatipara,Jamnagar,9.4856,0.0428,41.4424
Natore,Bagatipara,Panka,10.0355,0.0427,56.1746
Natore,Bagatipara,Ward No. 01,10.0355,0.0427,56.1746
Natore,Bagatipara,Ward No. 02,10.0355,0.0427,56.1746
Natore,Bagatipara,Ward No. 03,10.0355,0.0427,56.1746
Natore,Bagatipara,Ward No. 04,10.0355,0.0427,56.1746
Natore,Bagatipara,Ward No. 05,10.0355,0.0427,56.1746
Natore,Bagatipara,Ward No. 06,10.0355,0.0427,56.1746
Natore,Bagatipara,Ward No. 07,10.0355,0.0427,56.1746
Natore,Bagatipara,Ward No. 08,10.0355,0.0427,56.1746
Natore,Bagatipara,Ward No. 09,10.0355,0.0427,56.1746
Natore,Baraigram,Baraigram,11.1862,0.0423,83.3579
Natore,Baraigram,Chandai,11.2435,0.0423,89.1305
Natore,Baraigram,Gopalpur,12.2555,0.0423,88.235
Natore,Baraigram,Joari,10.5044,0.0423,76.8898
Natore,Baraigram,Jonail,11.5544,0.0423,94.6771
Natore,Baraigram,Majhgaon,10.5044,0.0423,76.8898
Natore,Baraigram,Nagar,11.2435,0.0423,89.1305
Natore,Baraigram,Ward No. 01,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 02,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 03,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 04,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 05,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 06,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 07,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 08,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 09,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 10,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 11,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 12,10.5044,0.0423,76.8898
Natore,Baraigram,Ward No. 01,10.4429,0.0423,68.7302
Natore,Baraigram,Ward No. 02,10.4429,0.0423,68.7302
Natore,Baraigram,Ward No. 03,10.4429,0.0423,68.7302
Natore,Baraigram,Ward No. 04,10.4259,0.0423,73.2126
Natore,Baraigram,Ward No. 05,11.1862,0.0423,83.3579
Natore,Baraigram,Ward No. 06,11.1862,0.0423,83.3579
Natore,Baraigram,Ward No. 07,11.1862,0.0423,83.3579
Natore,Baraigram,Ward No. 08,10.4259,0.0423,73.2126
Natore,Baraigram,Ward No. 09,10.4259,0.0423,73.2126
Natore,Gurudaspur,Biaghat,9.9811,0.0423,59.5828
Natore,Gurudaspur,Chapila,10.4429,0.0423,68.7302
Natore,Gurudaspur,Dharabarisha,10.4259,0.0423,73.2126
Natore,Gurudaspur,Khubjipur,10.1878,0.0423,71.384
Natore,Gurudaspur,Mashinda,10.5474,0.0423,81.1229
Natore,Gurudaspur,Najirpur,9.9811,0.0423,59.5828
Natore,Gurudaspur,Ward No. 01,10.1878,0.0423,71.384
Natore,Gurudaspur,Ward No. 02,10.1878,0.0423,71.384
Natore,Gurudaspur,Ward No. 03,10.1878,0.0423,71.384
Natore,Gurudaspur,Ward No. 04,10.1878,0.0423,71.384
Natore,Gurudaspur,Ward No. 05,10.1878,0.0423,71.384
Natore,Gurudaspur,Ward No. 06,10.1878,0.0423,71.384
Natore,Gurudaspur,Ward No. 07,10.1878,0.0423,71.384
Natore,Gurudaspur,Ward No. 08,10.1878,0.0423,71.384
Natore,Lalpur,Ward No. 04,10.3745,0.0427,67.6778
Natore,Lalpur,Ward No. 05,10.3745,0.0427,67.6778
Natore,Lalpur,Ward No. 06,10.3745,0.0427,67.6778
Natore,Lalpur,Ward No. 07,10.3745,0.0427,67.6778
Natore,Lalpur,Ward No. 08,10.3745,0.0427,67.6778
Natore,Lalpur,Ward No. 09,10.3745,0.0427,67.6778
Natore,Naldanga,Bipra Belgharia,9.4282,0.0423,35.6697
Natore,Naldanga,Brahmapur,9.3691,0.0423,32.9756
Natore,Naldanga,Khajura,9.4246,0.0423,42.6523
Natore,Naldanga,Madhnagar,9.3691,0.0423,32.9756
Natore,Naldanga,Piprul,9.4246,0.0423,42.6523
Natore,Naldanga,Ward No. 01,9.3691,0.0423,32.9756
Natore,Naldanga,Ward No. 02,9.3691,0.0423,32.9756
Natore,Naldanga,Ward No. 03,9.3691,0.0423,32.9756
Natore,Naldanga,Ward No. 04,9.3691,0.0423,32.9756
Natore,Naldanga,Ward No. 05,9.3691,0.0423,32.9756
Natore,Naldanga,Ward No. 06,9.4282,0.0423,35.6697
Natore,Naldanga,Ward No. 07,9.4282,0.0423,35.6697
Natore,Naldanga,Ward No. 08,9.4282,0.0423,35.6697
Natore,Naldanga,Ward No. 09,9.4282,0.0423,35.6697
Natore,Natore Sadar,Bara Harishpur,9.613,0.0423,45.0772
Natore,Natore Sadar,Chhatni,9.1085,0.0423,37.0171
Natore,Natore Sadar,Dighapatia,9.8688,0.0423,55.258
Natore,Natore Sadar,Halsa,9.8688,0.0423,55.258
Natore,Natore Sadar,Kafuria,9.4282,0.0427,35.6697
Natore,Natore Sadar,Lakkhipur Kholabaria,9.8688,0.0423,55.258
Natore,Natore Sadar,Tebaria,9.4282,0.0423,35.6697
Natore,Natore Sadar,Ward No. 01,9.613,0.0423,45.0772
Natore,Natore Sadar,Ward No. 02,9.613,0.0423,45.0772
Natore,Natore Sadar,Ward No. 03,9.613,0.0423,45.0772
Natore,Natore Sadar,Ward No. 04,9.613,0.0423,45.0772
Natore,Natore Sadar,Ward No. 05,9.613,0.0423,45.0772
Natore,Natore Sadar,Ward No. 06,9.613,0.0423,45.0772
Natore,Natore Sadar,Ward No. 07,9.4282,0.0423,35.6697
Natore,Natore Sadar,Ward No. 08,9.4282,0.0423,35.6697
Natore,Natore Sadar,Ward No. 09,9.4282,0.0423,35.6697
Natore,Singra,Chamari,10.4002,0.0423,59.3474
Natore,Singra,Chhatardighi,9.0871,0.0423,34.1228
Natore,Singra,Chougram,9.9165,0.0423,54.872
Natore,Singra,Dahia,10.1751,0.0423,67.4168
Natore,Singra,Hatiandaha,9.9811,0.0423,59.5828
Natore,Singra,Italy,9.9165,0.0423,54.872
Natore,Singra,Kalam,9.9811,0.0423,59.5828
Natore,Singra,Lalore,9.5127,0.0423,48.2371
Natore,Singra,Ramananda Khajura,9.4898,0.0423,43.7853
Natore,Singra,Sherkol,9.9811,0.0423,59.5828
Natore,Singra,Sukash,9.3853,0.0423,53.0546
Natore,Singra,Tazpur,9.5902,0.0423,47.3359
Natore,Singra,Ward No. 01,9.9811,0.0423,59.5828
Natore,Singra,Ward No. 02,9.5902,0.0423,47.3359
Natore,Singra,Ward No. 03,9.9811,0.0423,59.5828
Natore,Singra,Ward No. 04,9.9811,0.0423,59.5828
Natore,Singra,Ward No. 05,9.9811,0.0423,59.5828
Natore,Singra,Ward No. 06,9.9811,0.0423,59.5828
Natore,Singra,Ward No. 07,9.9811,0.0423,59.5828
Natore,Singra,Ward No. 08,9.9811,0.0423,59.5828
Natore,Singra,Ward No. 09,9.9811,0.0423,59.5828
Natore,Singra,Ward No. 10,9.9811,0.0423,59.5828
Natore,Singra,Ward No. 11,9.9811,0.0423,59.5828
Natore,Singra,Ward No. 12,9.9811,0.0423,59.5828
Chapainababganj,Bholahat,Bholahat,7.3455,0.0454,0.0
Chapainababganj,Bholahat,Daldali,6.9702,0.0454,0.0392
Chapainababganj,Bholahat,Gohalbari,6.9702,0.0454,0.0392
Chapainababganj,Bholahat,Jambaria,6.957,0.0454,0.0955
Chapainababganj,Gomastapur,Alinagar,7.1573,0.0454,0.3306
Chapainababganj,Gomastapur,Bangabari,7.1034,0.0454,0.0286
Chapainababganj,Gomastapur,Boalia,6.957,0.0454,0.0955
Chapainababganj,Gomastapur,Choudala,7.1379,0.0454,0.428
Chapainababganj,Gomastapur,Gomastapur,7.2671,0.0454,0.7301
Chapainababganj,Gomastapur,Parbatipur,7.0889,0.0438,0.3307
Chapainababganj,Gomastapur,Radhanagar,6.885,0.0446,0.0009
Chapainababganj,Gomastapur,Rahanpur,7.1719,0.0454,0.6632
Chapainababganj,Gomastapur,Ward No. 01,7.1719,0.0454,0.6632
Chapainababganj,Gomastapur,Ward No. 02,7.1573,0.0454,0.3306
Chapainababganj,Gomastapur,Ward No. 03,7.1719,0.0454,0.6632
Chapainababganj,Gomastapur,Ward No. 04,7.1719,0.0454,0.6632
Chapainababganj,Gomastapur,Ward No. 05,7.1719,0.0454,0.6632
Chapainababganj,Gomastapur,Ward No. 06,7.1573,0.0454,0.3306
Chapainababganj,Gomastapur,Ward No. 07,7.1719,0.0454,0.6632
Chapainababganj,Gomastapur,Ward No. 08,7.1764,0.0454,0.7332
Chapainababganj,Gomastapur,Ward No. 09,7.1764,0.0454,0.7332
Chapainababganj,Nachole,Fatepur,7.3535,0.0454,0.7332
Chapainababganj,Nachole,Kasba,7.1764,0.0454,0.7332
Chapainababganj,Nachole,Nachole,7.3832,0.0454,2.2953
Chapainababganj,Nachole,Nezampur,6.5789,0.0454,0.2268
Chapainababganj,Nachole,Ward No. 01,7.3832,0.0454,2.2953
Chapainababganj,Nachole,Ward No. 02,7.3832,0.0454,2.2953
Chapainababganj,Nachole,Ward No. 03,7.3832,0.0454,2.2953
Chapainababganj,Nachole,Ward No. 04,7.3832,0.0454,2.2953
Chapainababganj,Nachole,Ward No. 05,7.3832,0.0454,2.2953
Chapainababganj,Nachole,Ward No. 06,7.3832,0.0454,2.2953
Chapainababganj,Nachole,Ward No. 07,7.3832,0.0454,2.2953
Chapainababganj,Nachole,Ward No. 08,7.3832,0.0454,2.2953
Chapainababganj,Nachole,Ward No. 09,7.3832,0.0454,2.2953
Chapainababganj,Chapainawabganj Sadar,Alatuli,7.5315,0.048,3.2681
Chapainababganj,Chapainawabganj Sadar,Baliadanga,7.1319,0.046,0.7301
Chapainababganj,Chapainawabganj Sadar,Barogharia,7.2063,0.0467,0.608
Chapainababganj,Chapainawabganj Sadar,Char Anupnagar,7.5315,0.0467,3.2681
Chapainababganj,Chapainawabganj Sadar,Char Bagdanga,7.4493,0.048,1.8204
Chapainababganj,Chapainawabganj Sadar,Debinagar,7.5315,0.048,3.2681
Chapainababganj,Chapainawabganj Sadar,Gobratala,7.2671,0.0454,0.7301
Chapainababganj,Chapainawabganj Sadar,Islampur,7.4715,0.048,1.706
Chapainababganj,Chapainawabganj Sadar,Jhilim,7.3075,0.0454,2.2921
Chapainababganj,Chapainawabganj Sadar,Maharajpur,7.2063,0.0467,0.608
Chapainababganj,Chapainawabganj Sadar,Narayanpur,7.2353,0.048,0.7222
Chapainababganj,Chapainawabganj Sadar,Ranihati,7.2063,0.048,0.608
Chapainababganj,Chapainawabganj Sadar,Shahjahanpur,7.4493,0.048,1.8204
Chapainababganj,Chapainawabganj Sadar,Sundarpur,7.2063,0.048,0.608
Chapainababganj,Chapainawabganj Sadar,Ward No. 01,7.1319,0.046,0.7301
Chapainababganj,Chapainawabganj Sadar,Ward No. 02,7.1319,0.0467,0.7301
Chapainababganj,Chapainawabganj Sadar,Ward No. 03,7.1319,0.0467,0.7301
Chapainababganj,Chapainawabganj Sadar,Ward No. 04,7.3075,0.0467,2.2921
Chapainababganj,Chapainawabganj Sadar,Ward No. 05,7.1319,0.0467,0.7301
Chapainababganj,Chapainawabganj Sadar,Ward No. 06,7.2063,0.0467,0.608
Chapainababganj,Chapainawabganj Sadar,Ward No. 07,7.2063,0.0467,0.608
Chapainababganj,Chapainawabganj Sadar,Ward No. 08,7.2063,0.0467,0.608
Chapainababganj,Chapainawabganj Sadar,Ward No. 09,7.2063,0.0467,0.608
Chapainababganj,Chapainawabganj Sadar,Ward No. 10,7.2063,0.0467,0.608
Chapainababganj,Chapainawabganj Sadar,Ward No. 11,7.2063,0.0467,0.608
Chapainababganj,Chapainawabganj Sadar,Ward No. 12,7.2063,0.048,0.608
Chapainababganj,Chapainawabganj Sadar,Ward No. 13,7.2063,0.0467,0.608
Chapainababganj,Chapainawabganj Sadar,Ward No. 14,7.2063,0.0467,0.608
Chapainababganj,Chapainawabganj Sadar,Ward No. 15,7.1319,0.0467,0.7301
Chapainababganj,Shibganj,Binodpur,6.9815,0.048,0.0955
Chapainababganj,Shibganj,Chak Kirti,7.2671,0.046,0.7301
Chapainababganj,Shibganj,Daipukhuria,6.957,0.046,0.0955
Chapainababganj,Shibganj,Dhainagar,7.0673,0.046,0.4281
Chapainababganj,Shibganj,Durlabhpur,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Ghorapakhia,7.2063,0.048,0.608
Chapainababganj,Shibganj,Kansat,7.0673,0.0467,0.4281
Chapainababganj,Shibganj,Manakasha,6.9815,0.048,0.0955
Chapainababganj,Shibganj,Mobarakpur,7.1379,0.0467,0.428
Chapainababganj,Shibganj,Nayalabhanga,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Panka,7.0668,0.048,0.428
Chapainababganj,Shibganj,Satrajitpur,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Shahabajpur,6.9882,0.0467,0.0955
Chapainababganj,Shibganj,Shyampur,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Ujirpur,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Ward No. 01,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Ward No. 02,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Ward No. 03,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Ward No. 04,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Ward No. 05,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Ward No. 06,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Ward No. 07,7.0673,0.048,0.4281
Chapainababganj,Shibganj,Ward No. 08,6.7158,0.048,0.0013
Chapainababganj,Shibganj,Ward No. 09,7.0673,0.0467,0.4281
Pabna,Atgharia,Chandbha,11.6093,0.0423,100.1282
Pabna,Atgharia,Debottar,12.2172,0.0423,107.5494
Pabna,Atgharia,Ekdanta,13.3394,0.0423,121.7538
Pabna,Atgharia,Lakkhipur,13.3394,0.0423,121.7538
Pabna,Atgharia,Majpara,11.2435,0.0423,89.1305
Pabna,Atgharia,Ward No. 01,11.6093,0.0423,100.1282
Pabna,Atgharia,Ward No. 02,11.6093,0.0423,100.1282
Pabna,Atgharia,Ward No. 03,11.6093,0.0423,100.1282
Pabna,Atgharia,Ward No. 04,11.6093,0.0423,100.1282
Pabna,Atgharia,Ward No. 05,12.0253,0.0423,104.9962
Pabna,Atgharia,Ward No. 06,12.0253,0.0423,104.9962
Pabna,Atgharia,Ward No. 07,12.0253,0.0423,104.9962
Pabna,Atgharia,Ward No. 08,12.0253,0.0423,104.9962
Pabna,Atgharia,Ward No. 09,12.0253,0.0423,104.9962
Pabna,Bera,Chakla,15.3464,0.0423,155.6997
Pabna,Bera,Dhalarchar,15.9726,0.0423,165.6036
Pabna,Bera,Haturia Nakalia,14.4181,0.0423,149.3292
Pabna,Bera,Jatsakhini,15.074,0.0423,152.8678
Pabna,Bera,Kaiitola,15.3464,0.0423,155.6997
Pabna,Bera,Mashumdia,15.9726,0.0423,165.6036
Pabna,Bera,Natun Bharenga,15.3464,0.0423,155.6997
Pabna,Bera,Puran Bharenga,15.3464,0.0423,155.6997
Pabna,Bera,Ruppur,15.3464,0.0423,155.6997
Pabna,Bera,Ward No. 01,13.8756,0.0423,136.4694
Pabna,Bera,Ward No. 02,13.8756,0.0423,136.4694
Pabna,Bera,Ward No. 03,13.8756,0.0423,136.4694
Pabna,Bera,Ward No. 04,14.5278,0.0423,142.7403
Pabna,Bera,Ward No. 05,14.4181,0.0423,149.3292
Pabna,Bera,Ward No. 06,14.4181,0.0423,149.3292
Pabna,Bera,Ward No. 07,14.9309,0.0423,146.3359
Pabna,Bera,Ward No. 08,14.9309,0.0423,146.3359
Pabna,Bera,Ward No. 09,13.8756,0.0423,136.4694
Pabna,Bera,Ward No. 10,13.8756,0.0423,136.4694
Pabna,Bhangura,Ashtamanisha,12.4112,0.0423,115.3834
Pabna,Bhangura,Bhangura,12.4112,0.0423,115.3834
Pabna,Bhangura,Dilpashar,12.4112,0.0423,115.3834
Pabna,Bhangura,Khanmarich,11.9493,0.0423,106.236
Pabna,Bhangura,Mandatosh,12.4112,0.0423,115.3834
Pabna,Bhangura,Par Bhangura,12.101,0.0423,116.17
Pabna,Bhangura,Ward No. 01,12.4112,0.0423,115.3834
Pabna,Bhangura,Ward No. 02,12.4112,0.0423,115.3834
Pabna,Bhangura,Ward No. 03,12.4112,0.0423,115.3834
Pabna,Bhangura,Ward No. 04,12.4112,0.0423,115.3834
Pabna,Bhangura,Ward No. 05,12.4112,0.0423,115.3834
Pabna,Bhangura,Ward No. 06,12.4112,0.0423,115.3834
Pabna,Bhangura,Ward No. 07,12.4112,0.0423,115.3834
Pabna,Bhangura,Ward No. 08,12.4112,0.0423,115.3834
Pabna,Bhangura,Ward No. 09,12.4112,0.0423,115.3834
Pabna,Chatmohar,Bilchalan,11.7546,0.0423,103.7697
Pabna,Chatmohar,Chhaikola,11.7248,0.0423,104.2849
Pabna,Chatmohar,Dantia Bamangram,11.6093,0.0423,100.1282
Pabna,Chatmohar,Failjana,12.2172,0.0423,107.5494
Pabna,Chatmohar,Gunaigachha,11.7546,0.0423,103.7697
Pabna,Chatmohar,Handial,11.2841,0.0423,93.0421
Pabna,Chatmohar,Haripur,11.5544,0.0423,94.6771
Pabna,Chatmohar,Mathurapur,11.7546,0.0423,103.7697
Pabna,Chatmohar,Mulgram,12.2172,0.0423,107.5494
Pabna,Chatmohar,Nimaichara,11.7248,0.0423,104.2849
Pabna,Chatmohar,Parshwadanga,12.4112,0.0423,115.3834
Pabna,Chatmohar,Ward No. 01,11.7546,0.0423,103.7697
Pabna,Chatmohar,Ward No. 02,11.7546,0.0423,103.7697
Pabna,Chatmohar,Ward No. 03,11.7546,0.0423,103.7697
Pabna,Chatmohar,Ward No. 04,11.7546,0.0423,103.7697
Pabna,Chatmohar,Ward No. 05,11.7546,0.0423,103.7697
Pabna,Chatmohar,Ward No. 06,11.7546,0.0423,103.7697
Pabna,Chatmohar,Ward No. 07,11.7546,0.0423,103.7697
Pabna,Chatmohar,Ward No. 08,11.7546,0.0423,103.7697
Pabna,Chatmohar,Ward No. 09,11.7546,0.0423,103.7697
Pabna,Faridpur,Banwarinagar,12.4112,0.0423,115.3834
Pabna,Faridpur,Bri Lahiribari,12.4112,0.0423,115.3834
Pabna,Faridpur,Demra,12.921,0.0423,125.181
Pabna,Faridpur,Faridpur,12.4112,0.0423,115.3834
Pabna,Faridpur,Hadal,12.4112,0.0423,115.3834
Pabna,Faridpur,Pungali,12.921,0.0423,125.181
Pabna,Faridpur,Ward No. 01,12.4112,0.0423,115.3834
Pabna,Faridpur,Ward No. 02,12.4112,0.0423,115.3834
Pabna,Faridpur,Ward No. 03,12.4112,0.0423,115.3834
Pabna,Faridpur,Ward No. 04,12.4112,0.0423,115.3834
Pabna,Faridpur,Ward No. 05,12.4112,0.0423,115.3834
Pabna,Faridpur,Ward No. 06,12.4112,0.0423,115.3834
Pabna,Faridpur,Ward No. 07,12.4112,0.0423,115.3834
Pabna,Faridpur,Ward No. 08,12.4112,0.0423,115.3834
Pabna,Faridpur,Ward No. 09,12.4112,0.0423,115.3834
Pabna,Ishwardi,Dashuria,12.0253,0.0423,104.9962
Pabna,Ishwardi,Lakkhikundi,13.2456,0.0427,123.6276
Pabna,Ishwardi,Muladuli,11.2435,0.0423,89.1305
Pabna,Ishwardi,Pakshi,11.9522,0.0427,99.3997
Pabna,Ishwardi,Sahapur,12.2606,0.0427,110.6456
Pabna,Ishwardi,Salimpur,11.9522,0.0427,99.3997
Pabna,Ishwardi,Sara,10.7535,0.0427,70.6597
Pabna,Ishwardi,Ward No. 01,11.2471,0.0427,82.1479
Pabna,Ishwardi,Ward No. 02,11.2471,0.0427,82.1479
Pabna,Ishwardi,Ward No. 03,11.2471,0.0427,82.1479
Pabna,Ishwardi,Ward No. 04,11.2471,0.0427,82.1479
Pabna,Ishwardi,Ward No. 05,11.2471,0.0427,82.1479
Pabna,Ishwardi,Ward No. 06,11.2471,0.0427,82.1479
Pabna,Ishwardi,Ward No. 07,11.2471,0.0427,82.1479
Pabna,Ishwardi,Ward No. 08,11.2471,0.0427,82.1479
Pabna,Ishwardi,Ward No. 09,11.9522,0.0427,99.3997
Pabna,Pabna Sadar,Ataikula,13.9777,0.0423,135.1383
Pabna,Pabna Sadar,Bharara,14.5871,0.0423,137.5481
Pabna,Pabna Sadar,Char Tarapur,15.7389,0.0423,144.2895
Pabna,Pabna Sadar,Dapunia,13.0806,0.0423,114.8628
Pabna,Pabna Sadar,Dogachhi,13.5999,0.0423,125.2539
Pabna,Pabna Sadar,Gayeshpur,13.9595,0.0423,134.9929
Pabna,Pabna Sadar,Hemayetpur,13.2456,0.0423,123.6276
Pabna,Pabna Sadar,Malanchi,13.5999,0.0423,125.2539
Pabna,Pabna Sadar,Maligachha,13.0806,0.0423,114.8628
Pabna,Pabna Sadar,Sadullapur,14.898,0.0423,143.0946
Pabna,Pabna Sadar,Ward No. 01,13.5999,0.0423,125.2539
Pabna,Pabna Sadar,Ward No. 02,13.5999,0.0423,125.2539
Pabna,Pabna Sadar,Ward No. 03,13.5999,0.0423,125.2539
Pabna,Pabna Sadar,Ward No. 04,13.5999,0.0423,125.2539
